,id,title,vendor,prod_type,publish,price (MYR),compare_at_price (MYR),weight (grams),available,sku
649,7655303315677,Diamondbrite Anti Mist 250Ml,Diamondbrite,Car Care Accessories,2022-04-14T09:35:40+01:00,20.00,18.00,500,True,552980290
650,7655301546205,Soft99 09170 Silicone Off 300 ml,Soft99,Car Care Accessories,2022-04-14T09:35:29+01:00,41.00,41.00,500,True,552778341
651,7655300759773,Ez Car Care Gloss Boss - Montan Show Wax - 50Ml,EZ Car Care,Car Care Accessories,2022-04-14T09:35:26+01:00,64.00,,500,False,552777851
652,7655299088605,5In1 Devil'S Set - The Devil Is In The Detail 6Pcs,5In1 Devil'S Set,Car Care Accessories,2022-04-14T09:35:19+01:00,199.00,,2000,False,552771991
653,7655298924765,Autobrite 12Pc Essential Detailing Kit,Autobrite,Car Care Accessories,2022-04-14T09:36:37+01:00,359.00,359.00,4000,True,552771990
654,7655297548509,Auto Finesse Caramics Glass Protection Kit,Auto Finesse,Car Care Accessories,2022-04-14T09:36:31+01:00,149.00,149.00,1000,True,552770541
655,7655296434397,Auto Finesse One Step Compound 500Ml,Auto Finesse,Car Care Accessories,2022-04-14T09:36:22+01:00,124.00,124.00,500,True,552770261
656,7655295123677,Auto Finesse Dynamite Traffic Film Remover 5Ltr,Auto Finesse,Car Care Accessories,2022-04-14T09:36:15+01:00,182.00,149.00,5000,True,549990451
657,7655294599389,Auto Finesse Glisten Spray Wax 1Ltr,Auto Finesse,Car Care Accessories,2022-04-14T09:36:12+01:00,100.00,100.00,1000,True,549990291
658,7655293681885,Auto Finesse Satin Tyre Gel 250Ml,Auto Finesse,Car Care Accessories,2022-04-14T09:36:08+01:00,65.00,65.00,500,True,549990191
659,7655292993757,Auto Finesse Citrus Power Bug & Grime Remover 500Ml,Auto Finesse,Car Care Accessories,2022-04-14T09:36:05+01:00,40.00,40.00,500,False,549990131
660,7655291519197,Meguiars One-Step Headlight Restoration Kit,Meguiars,Car Care Accessories,2022-04-14T09:35:57+01:00,102.00,150.00,1000,True,549773401
661,7655290699997,Triple Qx 750Ml Triple Qx Showroom Shine Spray (Fast Wax),Triple QX,Oil & Fluid,2022-04-14T09:36:45+01:00,20.00,22.00,1000,True,542772450
662,7655290208477,Duxback Headlight Restoration Kit,Duxback,Car Care Accessories,2022-04-14T09:36:43+01:00,81.00,,500,False,542771821
663,14973256204671,Textar CERA TEC 81000401 Anti-Squeal Mounting Paste,Textar,Car Care Accessories,2025-03-10T05:33:01+00:00,17.00,17.00,500,True,TEX-81000401
664,14842186498431,PINGI PD-A300P6-UK Reusable Car Dehumidifier Bag,Pingi,Car Care Accessories,2024-11-21T07:35:17+00:00,45.00,46.00,2000,True,PD-A300P6-UK
665,8676981473501,Meguiars 549779331 Ultimate Paste Wax 227g,Meguiars,Car Care Accessories,2024-06-18T08:21:32+01:00,204.00,204.00,1000,False,549779331
666,8331132174557,Clinex 77-004 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T10:30:54+00:00,466.00,605.00,5000,False,CLINEX-77004
667,8331131617501,"Clinex 40-069 Spray Gun, Underbody Protection",Clinex,Car Care Accessories,2024-01-11T10:30:05+00:00,343.00,445.00,6000,False,CLINEX-40069
668,8331131551965,Clinex 40-101 Paint Cleaner,Clinex,Car Care Accessories,2024-01-11T10:30:01+00:00,492.00,639.00,26000,False,CLINEX-40101
669,8331131420893,Clinex 40-014 Paint Cleaner,Clinex,Car Care Accessories,2024-01-11T10:29:48+00:00,646.00,840.00,25000,False,CLINEX-40014
670,8331130110173,Clinex 77-073 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T10:28:24+00:00,339.00,441.00,10000,False,CLINEX-77073
671,8331129913565,Clinex 77-075 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T10:28:09+00:00,337.00,438.00,10000,False,CLINEX-77075
672,8331129127133,Clinex 40-073 Tyre Cleaner,Clinex,Car Care Accessories,2024-01-11T10:26:55+00:00,240.00,311.00,5000,False,CLINEX-40073
673,8331128340701,"Clinex 40-080 Spray Gun, Underbody Protection",Clinex,Car Care Accessories,2024-01-11T10:25:59+00:00,187.00,243.00,1500,False,CLINEX-40080
674,8331126800605,Clinex 77-074 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T10:24:06+00:00,179.00,233.00,5000,False,CLINEX-77074
675,8331124605149,Clinex 40-107 Synthetic Material Care Products,Clinex,Car Care Accessories,2024-01-11T10:20:21+00:00,152.00,198.00,5000,False,CLINEX-40107
676,8331124179165,Clinex 77-908 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T10:19:35+00:00,147.00,191.00,5000,False,CLINEX-77908
677,8331123130589,Clinex 40-060 Synthetic Material Care Products,Clinex,Car Care Accessories,2024-01-11T10:18:02+00:00,138.00,180.00,5000,False,CLINEX-40060
678,8331122180317,Clinex 40-067 Synthetic Material Care Products,Clinex,Car Care Accessories,2024-01-11T10:16:26+00:00,132.00,172.00,5000,False,CLINEX-40067
679,8331121164509,Clinex 40-044 Engine Cleaner,Clinex,Car Care Accessories,2024-01-11T10:14:58+00:00,132.00,171.00,5000,False,CLINEX-40044
680,8331120705757,Clinex 40-021 Insect Remover,Clinex,Car Care Accessories,2024-01-11T10:14:18+00:00,129.00,167.00,5000,False,CLINEX-40021
681,8331119362269,Clinex 77-648 Universal Cleaner,Clinex,Car Care Accessories,2024-01-11T10:11:48+00:00,119.00,155.00,5000,False,CLINEX-77648
682,8331119001821,Clinex 40-005 Paint Cleaner,Clinex,Car Care Accessories,2024-01-11T10:11:14+00:00,119.00,154.00,5000,False,CLINEX-40005
683,8331118837981,Clinex 40-002 Paint Cleaner,Clinex,Car Care Accessories,2024-01-11T10:11:01+00:00,116.00,150.00,5000,False,CLINEX-40002
